Measurement,Grouping,Height,mean,std,count
Coverage_Rate,Height,1.524m,0.15046666666666667,0.17491176006639406,15
Coverage_Rate,Height,3.048m,1.8607333333333334,3.3108318433949644,15
Coverage_Rate,Height,4.572m,0.8868666666666666,0.9046298269510706,15
Coverage_Density,Height,1.524m,0.018141333333333332,0.008087262353908916,15
Coverage_Density,Height,3.048m,0.044712666666666664,0.04727567941140057,15
Coverage_Density,Height,4.572m,0.07616066666666667,0.06883079838754355,15
Droplet_Count,Height,1.524m,35.13333333333333,15.629032812898778,15
Droplet_Count,Height,3.048m,87.06666666666666,92.44262055587832,15
Droplet_Count,Height,4.572m,148.06666666666666,133.69179196231622,15
