Comparison_Type,Group_1,Group_2,Group_1_Mean,Group_1_SD,Group_1_n,Group_2_Mean,Group_2_SD,Group_2_n,Mean_Difference,CI_Lower_95,CI_Upper_95,Cohens_d,Effect_Size_Interpretation,t_statistic,p_value,Significant_p005
Height,1.524m,4.572m,0.15046666666666667,0.17491176006639408,15,0.8868666666666665,0.9046298269510705,15,0.7363999999999998,0.22946021834917985,1.2433397816508198,1.1302848689751106,large,-3.0954125957221956,0.004430312128628447,Yes
Height,1.524m,3.048m,0.15046666666666667,0.17491176006639408,15,1.860733333333333,3.310831843394964,15,1.7102666666666662,-0.12481205035114429,3.5453453836844764,0.7295187967191437,medium,-1.997869505435504,0.05552873767224853,No
Height,3.048m,4.572m,1.860733333333333,3.310831843394964,15,0.8868666666666665,0.9046298269510705,15,-0.9738666666666664,-2.8517553502679522,0.9040220169346196,-0.40127540598291866,small,1.09893795814444,0.28115488264030714,No
Canopy_Position,Bottom,Top,0.2544666666666667,0.28645265544156473,15,1.9942666666666669,3.275979209481095,15,1.7398000000000002,-0.07872933492185119,3.5583293349218517,0.7482026396003504,medium,-2.0490373164700997,0.049934243169629314,Yes
